case,step,time_ps,x_nm,surface_z_nm
fluence_0p5_20ps_free_surface_ablation_debug,6000,3,-2.85945,-1.0299
fluence_0p5_20ps_free_surface_ablation_debug,6000,3,-2.65945,-1.42469
fluence_0p5_20ps_free_surface_ablation_debug,6000,3,-2.45945,-1.13284
fluence_0p5_20ps_free_surface_ablation_debug,6000,3,-2.25945,-1.4155
fluence_0p5_20ps_free_surface_ablation_debug,6000,3,-2.05945,-1.02865
fluence_0p5_20ps_free_surface_ablation_debug,6000,3,-1.85945,-1.4247
fluence_0p5_20ps_free_surface_ablation_debug,6000,3,-1.65945,-1.1414
fluence_0p5_20ps_free_surface_ablation_debug,6000,3,-1.45945,-1.13952
fluence_0p5_20ps_free_surface_ablation_debug,6000,3,-1.25945,-1.4045
fluence_0p5_20ps_free_surface_ablation_debug,6000,3,-1.05945,-1.02284
fluence_0p5_20ps_free_surface_ablation_debug,6000,3,-0.85945,-1.4483
fluence_0p5_20ps_free_surface_ablation_debug,6000,3,-0.65945,-1.021235
